,Unnamed: 0,Current adoption %,Current adoption Mha,% new allocation,Total % allocated,New Mha in Solution,FileName,TemporalType,Land/Ocean,Directory
19,Oceans Blank Solution 12,0.0,0.0,0.0,0.0,0.0,DEZ1_Epipelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ1_Epipelagic_EEZ.csv
20,Oceans Blank Solution 13,0.0,0.0,0.0,0.0,0.0,DEZ1_Epipelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ1_Epipelagic_EEZ.csv
21,Oceans Blank Solution 14,0.0,0.0,0.0,0.0,0.0,DEZ1_Epipelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ1_Epipelagic_EEZ.csv
22,Saltmartshes (placeholder,0.0,0.0,0.0,0.0,0.0,DEZ1_Epipelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ1_Epipelagic_EEZ.csv
23,Seagrasses (placeholder),0.0,0.0,0.0,0.0,0.0,DEZ1_Epipelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ1_Epipelagic_EEZ.csv
24,Inaccessible due to ice,0.0,0.0,0.0,0.0,0.0,DEZ1_Epipelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ1_Epipelagic_EEZ.csv
0,Ocean Protection,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
1,Marine Permaculture Arrays,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
2,Marine Farms,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
3,Management of Coastal Pump,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
4,Managed Grazing,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
5,OTEC,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
6,Ocean Plastic Recovery,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
7,Fish production of CaCO3,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
8,Limiting bottom trawling,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
9,Oceans Blank Solution 2,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
10,Oceans Blank Solution 3,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
11,Oceans Blank Solution 4,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
12,Oceans Blank Solution 5,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
13,Oceans Blank Solution 6,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
14,Oceans Blank Solution 7,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
15,Oceans Blank Solution 8,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
16,Oceans Blank Solution 9,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
17,Oceans Blank Solution 10,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
18,Oceans Blank Solution 11,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
19,Oceans Blank Solution 12,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
20,Oceans Blank Solution 13,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
21,Oceans Blank Solution 14,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
22,Saltmartshes (placeholder,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
23,Seagrasses (placeholder),0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
24,Inaccessible due to ice,0.0,0.0,0.0,0.0,0.0,DEZ4_Mesopelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ4_Mesopelagic_ABNJ.csv
0,Ocean Protection,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
1,Marine Permaculture Arrays,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
2,Marine Farms,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
3,Management of Coastal Pump,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
4,Managed Grazing,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
5,OTEC,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
6,Ocean Plastic Recovery,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
7,Fish production of CaCO3,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
8,Limiting bottom trawling,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
9,Oceans Blank Solution 2,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
10,Oceans Blank Solution 3,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
11,Oceans Blank Solution 4,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
12,Oceans Blank Solution 5,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
13,Oceans Blank Solution 6,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
14,Oceans Blank Solution 7,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
15,Oceans Blank Solution 8,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
16,Oceans Blank Solution 9,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
17,Oceans Blank Solution 10,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
18,Oceans Blank Solution 11,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
19,Oceans Blank Solution 12,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
20,Oceans Blank Solution 13,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
21,Oceans Blank Solution 14,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
22,Saltmartshes (placeholder,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
23,Seagrasses (placeholder),0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
24,Inaccessible due to ice,0.0,0.0,0.0,0.0,0.0,DEZ3_Mesopelagic_EEZ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ3_Mesopelagic_EEZ.csv
0,Ocean Protection,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
1,Marine Permaculture Arrays,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
2,Marine Farms,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
3,Management of Coastal Pump,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
4,Managed Grazing,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
5,OTEC,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
6,Ocean Plastic Recovery,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
7,Fish production of CaCO3,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
8,Limiting bottom trawling,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
9,Oceans Blank Solution 2,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
10,Oceans Blank Solution 3,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
11,Oceans Blank Solution 4,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
12,Oceans Blank Solution 5,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
13,Oceans Blank Solution 6,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
14,Oceans Blank Solution 7,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
15,Oceans Blank Solution 8,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
16,Oceans Blank Solution 9,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
17,Oceans Blank Solution 10,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
18,Oceans Blank Solution 11,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
19,Oceans Blank Solution 12,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
20,Oceans Blank Solution 13,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
21,Oceans Blank Solution 14,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
22,Saltmartshes (placeholder,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
23,Seagrasses (placeholder),0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
24,Inaccessible due to ice,0.0,0.0,0.0,0.0,0.0,DEZ6_Bathypelagic_ABNJ.csv,Deserts,ocean,drawdown-master/data/ocean/allocation/Deserts/DEZ6_Bathypelagic_ABNJ.csv
0,Ocean Protection,0.1,28.096296957,0.8,0.9,252.866672613,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
1,Marine Permaculture Arrays,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
2,Marine Farms,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
3,Management of Coastal Pump,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
4,Managed Grazing,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
5,OTEC,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
6,Ocean Plastic Recovery,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
7,Fish production of CaCO3,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
8,Limiting bottom trawling,0.0,0.0,0.05,0.05,14.0481484785,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
9,Oceans Blank Solution 2,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
10,Oceans Blank Solution 3,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
11,Oceans Blank Solution 4,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
12,Oceans Blank Solution 5,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
13,Oceans Blank Solution 6,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
14,Oceans Blank Solution 7,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
15,Oceans Blank Solution 8,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
16,Oceans Blank Solution 9,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
17,Oceans Blank Solution 10,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
18,Oceans Blank Solution 11,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
19,Oceans Blank Solution 12,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
20,Oceans Blank Solution 13,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
21,Oceans Blank Solution 14,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
22,Saltmartshes (placeholder,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
23,Seagrasses (placeholder),0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
24,Inaccessible due to ice,0.0,0.0,0.0,0.0,0.0,DEZ2_Epipelagic_ABNJ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ2_Epipelagic_ABNJ.csv
0,Ocean Protection,0.0,0.0,0.0,0.0,0.0,DEZ5_Bathypelagic_EEZ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ5_Bathypelagic_EEZ.csv
1,Marine Permaculture Arrays,0.0,0.0,0.0,0.0,0.0,DEZ5_Bathypelagic_EEZ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ5_Bathypelagic_EEZ.csv
2,Marine Farms,0.0,0.0,0.0,0.0,0.0,DEZ5_Bathypelagic_EEZ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ5_Bathypelagic_EEZ.csv
3,Management of Coastal Pump,0.0,0.0,0.0,0.0,0.0,DEZ5_Bathypelagic_EEZ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ5_Bathypelagic_EEZ.csv
4,Managed Grazing,0.0,0.0,0.0,0.0,0.0,DEZ5_Bathypelagic_EEZ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ5_Bathypelagic_EEZ.csv
5,OTEC,0.0,0.0,0.0,0.0,0.0,DEZ5_Bathypelagic_EEZ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ5_Bathypelagic_EEZ.csv
6,Ocean Plastic Recovery,0.0,0.0,0.0,0.0,0.0,DEZ5_Bathypelagic_EEZ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ5_Bathypelagic_EEZ.csv
7,Fish production of CaCO3,0.0,0.0,0.0,0.0,0.0,DEZ5_Bathypelagic_EEZ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ5_Bathypelagic_EEZ.csv
8,Limiting bottom trawling,0.0,0.0,0.0,0.0,0.0,DEZ5_Bathypelagic_EEZ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ5_Bathypelagic_EEZ.csv
9,Oceans Blank Solution 2,0.0,0.0,0.0,0.0,0.0,DEZ5_Bathypelagic_EEZ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ5_Bathypelagic_EEZ.csv
10,Oceans Blank Solution 3,0.0,0.0,0.0,0.0,0.0,DEZ5_Bathypelagic_EEZ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ5_Bathypelagic_EEZ.csv
11,Oceans Blank Solution 4,0.0,0.0,0.0,0.0,0.0,DEZ5_Bathypelagic_EEZ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ5_Bathypelagic_EEZ.csv
12,Oceans Blank Solution 5,0.0,0.0,0.0,0.0,0.0,DEZ5_Bathypelagic_EEZ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ5_Bathypelagic_EEZ.csv
13,Oceans Blank Solution 6,0.0,0.0,0.0,0.0,0.0,DEZ5_Bathypelagic_EEZ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ5_Bathypelagic_EEZ.csv
14,Oceans Blank Solution 7,0.0,0.0,0.0,0.0,0.0,DEZ5_Bathypelagic_EEZ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ5_Bathypelagic_EEZ.csv
15,Oceans Blank Solution 8,0.0,0.0,0.0,0.0,0.0,DEZ5_Bathypelagic_EEZ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ5_Bathypelagic_EEZ.csv
16,Oceans Blank Solution 9,0.0,0.0,0.0,0.0,0.0,DEZ5_Bathypelagic_EEZ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ5_Bathypelagic_EEZ.csv
17,Oceans Blank Solution 10,0.0,0.0,0.0,0.0,0.0,DEZ5_Bathypelagic_EEZ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ5_Bathypelagic_EEZ.csv
18,Oceans Blank Solution 11,0.0,0.0,0.0,0.0,0.0,DEZ5_Bathypelagic_EEZ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ5_Bathypelagic_EEZ.csv
19,Oceans Blank Solution 12,0.0,0.0,0.0,0.0,0.0,DEZ5_Bathypelagic_EEZ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ5_Bathypelagic_EEZ.csv
20,Oceans Blank Solution 13,0.0,0.0,0.0,0.0,0.0,DEZ5_Bathypelagic_EEZ.csv,Slopes,ocean,drawdown-master/data/ocean/allocation/Slopes/DEZ5_Bathypelagic_EEZ.csv
